Outlet_ID,year_month,Volume_Liters_Sum,monthly_holiday_count,Outlet_Size,Cooler_Count,Outlet_Type,Distributor_ID,Seasonality_Index
OUT_00040,2023-03,1398.2965895380655,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2023-04,401.4688905970731,4,Large,4,SMMT,DIST_W_01,Favorable
OUT_00040,2023-05,180.34787702614028,4,Large,4,SMMT,DIST_W_01,Un-Favorable
OUT_00040,2023-06,388.6530999263451,1,Large,4,SMMT,DIST_W_01,Un-Favorable
OUT_00040,2023-07,131.59530640514072,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2023-08,622.3409029628751,2,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2023-09,194.74593453978432,2,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2023-11,587.0943633778279,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2023-12,488.6082991982231,2,Large,4,SMMT,DIST_W_01,Favorable
OUT_00040,2024-03,1827.778784416992,3,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2024-04,906.9031464084836,7,Large,4,SMMT,DIST_W_01,Favorable
OUT_00040,2024-05,423.8381154920019,3,Large,4,SMMT,DIST_W_01,Un-Favorable
OUT_00040,2024-07,306.4915896577593,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2024-08,236.2940066161425,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2024-10,700.9980561886794,2,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2024-11,601.3068352865689,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2024-12,203.4665659534,2,Large,4,SMMT,DIST_W_01,Favorable
OUT_00040,2025-03,1845.004866029393,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2025-04,892.0669680246987,5,Large,4,SMMT,DIST_W_01,Favorable
OUT_00040,2025-05,299.45317015340765,3,Large,4,SMMT,DIST_W_01,Un-Favorable
OUT_00040,2025-06,214.06327133689857,1,Large,4,SMMT,DIST_W_01,Un-Favorable
OUT_00040,2025-07,340.24275173301515,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2025-09,643.7125082815726,2,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2025-10,473.31989527457824,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2025-11,619.5950191482561,1,Large,4,SMMT,DIST_W_01,Moderate
OUT_00040,2025-12,958.4493947200648,2,Large,4,SMMT,DIST_W_01,Favorable
OUT_00044,2023-03,1527.3496031417924,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2023-04,792.4153202976337,4,Small,1,Grocery,DIST_W_01,Favorable
OUT_00044,2023-05,348.96420268765786,4,Small,1,Grocery,DIST_W_01,Un-Favorable
OUT_00044,2023-06,394.9820567301844,1,Small,1,Grocery,DIST_W_01,Un-Favorable
OUT_00044,2023-07,597.704663246061,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2023-08,344.6653781202777,2,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2023-09,335.427428019416,2,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2023-11,544.7719765212066,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2023-12,449.7587509665808,2,Small,1,Grocery,DIST_W_01,Favorable
OUT_00044,2024-03,1078.9059029986847,3,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2024-04,920.9950043723592,7,Small,1,Grocery,DIST_W_01,Favorable
OUT_00044,2024-05,377.4679364490624,3,Small,1,Grocery,DIST_W_01,Un-Favorable
OUT_00044,2024-06,383.8394467076676,2,Small,1,Grocery,DIST_W_01,Un-Favorable
OUT_00044,2024-07,618.9002672558565,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2024-08,552.4214189663537,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2024-09,283.2120335621476,2,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2024-10,672.6516828485732,2,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2024-11,632.182021531168,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2024-12,1507.2574622627576,2,Small,1,Grocery,DIST_W_01,Favorable
OUT_00044,2025-03,1107.705516645248,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2025-05,154.14809038819624,3,Small,1,Grocery,DIST_W_01,Un-Favorable
OUT_00044,2025-06,385.8063110012338,1,Small,1,Grocery,DIST_W_01,Un-Favorable
OUT_00044,2025-07,643.7796962741214,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2025-08,779.7080870061932,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2025-10,579.6491967917094,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2025-11,236.93519544329715,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00044,2025-12,771.1744799402171,2,Small,1,Grocery,DIST_W_01,Favorable
OUT_00074,2023-01,596.8643054053499,3,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-02,602.1014395218211,3,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-03,479.6642270964505,1,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-07,441.680647188072,1,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-08,537.1649535682318,2,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-09,635.5756713426915,2,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-11,237.10026657239712,1,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2023-12,992.980402354154,2,Large,5,Eatery,DIST_W_03,Favorable
OUT_00074,2024-01,641.0241783941916,2,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2024-02,699.2504627542532,3,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2024-03,518.5320644802579,3,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2024-04,917.8325440216738,7,Large,5,Eatery,DIST_W_03,Favorable
OUT_00074,2024-05,329.2165051617455,3,Large,5,Eatery,DIST_W_03,Un-Favorable
OUT_00074,2024-06,142.9540528770873,2,Large,5,Eatery,DIST_W_03,Un-Favorable
OUT_00074,2024-07,554.1338469043154,1,Large,5,Eatery,DIST_W_03,Moderate
OUT_00074,2024-08,582.2077803002743,1,Large,5,Eatery,DIST_W_03,Moderate
