Outlet_ID,year_month,Volume_Liters_Sum,monthly_holiday_count,Outlet_Size,Cooler_Count,Outlet_Type,Distributor_ID,Seasonality_Index
OUT_00010,2023-03,844.5613469510864,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2023-04,215.88183085356272,4,Small,0,Eatery,DIST_W_01,Favorable
OUT_00010,2023-05,417.3482976500965,4,Small,0,Eatery,DIST_W_01,Un-Favorable
OUT_00010,2023-06,337.6557564328931,1,Small,0,Eatery,DIST_W_01,Un-Favorable
OUT_00010,2023-07,263.0523511486812,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2023-08,656.2011430292756,2,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2023-09,643.0032546318075,2,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2023-10,518.7561022324833,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2023-12,855.9010452014504,2,Small,0,Eatery,DIST_W_01,Favorable
OUT_00010,2024-03,1695.4867447968268,3,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2024-04,707.265594962482,7,Small,0,Eatery,DIST_W_01,Favorable
OUT_00010,2024-05,420.0274572453151,3,Small,0,Eatery,DIST_W_01,Un-Favorable
OUT_00010,2024-06,385.0766349688932,2,Small,0,Eatery,DIST_W_01,Un-Favorable
OUT_00010,2024-07,252.94149837421008,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2024-09,287.9646621961104,2,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2024-10,515.1710206498403,2,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2024-11,618.5232870858572,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2024-12,924.9940359242314,2,Small,0,Eatery,DIST_W_01,Favorable
OUT_00010,2025-03,1886.504494397222,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2025-04,849.4860966391504,5,Small,0,Eatery,DIST_W_01,Favorable
OUT_00010,2025-05,324.3313169076601,3,Small,0,Eatery,DIST_W_01,Un-Favorable
OUT_00010,2025-06,362.4473937463387,1,Small,0,Eatery,DIST_W_01,Un-Favorable
OUT_00010,2025-07,497.90441076976913,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2025-08,639.3613332695423,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2025-09,622.0706619592765,2,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2025-10,480.25871274620806,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2025-11,446.4707514851168,1,Small,0,Eatery,DIST_W_01,Moderate
OUT_00010,2025-12,191.0599983051345,2,Small,0,Eatery,DIST_W_01,Favorable
OUT_00026,2023-03,1306.9937977267962,1,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2023-04,163.28596025317344,4,Medium,1,Grocry,DIST_W_01,Favorable
OUT_00026,2023-05,405.8998343778142,4,Medium,1,Grocry,DIST_W_01,Un-Favorable
OUT_00026,2023-06,202.44882616566983,1,Medium,1,Grocry,DIST_W_01,Un-Favorable
OUT_00026,2023-07,549.6166680188574,1,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2023-08,322.7805432449196,2,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2023-09,613.9813528856791,2,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2023-10,571.6676502502147,1,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2023-11,554.9034253161052,1,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2023-12,776.2746091957172,2,Medium,1,Grocry,DIST_W_01,Favorable
OUT_00026,2024-03,1698.8667631249937,3,Medium,1,Grocry,DIST_W_01,Moderate
OUT_00026,2024-04,676.4633831098356,7,Medium,1,Grocry,DIST_W_01,Favorable
OUT_00026,2024-05,347.94196698300163,3,Medium,1,Grocry,DIST_W_01,Un-Favorable
